Command line: train.py --algorithm qrd3qn --world 5 --stage 1 --episodes 20000 --seed 5413 --gamma 0.95 --lr 0.000125 --model_path checkpoints/qrd3qn_w51_final_93_25.pt
================================================================================
Training started at 20260115-003531
Algorithm: QRD3QN
Environment: SuperMarioBros-5-1-v0
Random Seed: 5413
Resuming from checkpoint: checkpoints/qrd3qn_w51_final_93_25.pt
Total episodes: 20000
Batch size: 64, Learning rate: 0.000125
Memory size: 200000, Target update freq: 500
Quantiles: 51, Kappa: 1.0
Config: Gamma 0.95->0.95, Epsilon 1.0->0.015
================================================================================
Ep    1 |OrigR: 123.0 ShpR: 368.3 |X:  184.0( 184.0) AvgX100: 184.0 |AvgR: 368.3( 368.3)  0 |Ls: 0.0000 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 12283 |OrigR:2503.0 ShpR:5346.3 |X: 2607.0(3177.0) AvgX100:1420.6 |AvgR:2919.0(3348.1) 76 |Ls: 0.1462 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 168
Ep 12284 |OrigR:1785.0 ShpR:3846.5 |X: 1874.0(3177.0) AvgX100:1431.2 |AvgR:2940.7(3348.1) 77 |Ls: 0.1333 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 168
Ep 12285 |OrigR: 930.0 ShpR:2057.0 |X: 1009.0(3177.0) AvgX100:1433.2 |AvgR:2944.8(3348.1) 78 |Ls: 0.1637 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 168
Ep 12286 |OrigR:2494.0 ShpR:5324.4 |X: 2595.0(3177.0) AvgX100:1449.0 |AvgR:2977.4(3348.1) 79 |Ls: 0.1395 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 168
Ep 12287 |OrigR: 634.0 ShpR:1437.9 |X:  702.0(3177.0) AvgX100:1438.6 |AvgR:2956.0(3348.1) 80 |Ls: 0.1337 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 168
Ep 12288 |OrigR: 738.0 ShpR:1653.3 |X:  809.0(3177.0) AvgX100:1426.7 |AvgR:2931.7(3348.1) 81 |Ls: 0.1272 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 168
Ep 12289 |OrigR:1762.0 ShpR:3796.7 |X: 1853.0(3177.0) AvgX100:1426.7 |AvgR:2931.7(3348.1) 82 |Ls: 0.1413 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 168
Ep 12290 |OrigR: 636.0 ShpR:1444.6 |X:  706.0(3177.0) AvgX100:1416.5 |AvgR:2910.6(3348.1) 83 |Ls: 0.1358 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 168
Ep 12291 |OrigR: 738.0 ShpR:1654.3 |X:  808.0(3177.0) AvgX100:1416.4 |AvgR:2910.4(3348.1) 84 |Ls: 0.1356 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 168
Ep 12292 |OrigR:1854.0 ShpR:3992.9 |X: 1945.0(3177.0) AvgX100:1426.4 |AvgR:2931.1(3348.1) 85 |Ls: 0.1452 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 168
Ep 12293 |OrigR:1763.0 ShpR:3798.3 |X: 1853.0(3177.0) AvgX100:1425.2 |AvgR:2928.6(3348.1) 86 |Ls: 0.1554 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 168
Ep 12294 |OrigR: 762.0 ShpR:1706.2 |X:  834.0(3177.0) AvgX100:1407.5 |AvgR:2892.2(3348.1) 87 |Ls: 0.1548 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 168
Ep 12295 |OrigR:3071.0 ShpR:6694.1 |X: 3177.0(3177.0) AvgX100:1430.9 |AvgR:2942.1(3348.1) 88 |Ls: 0.1526 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: Y (6/100) 169
Ep 12296 |OrigR: 747.0 ShpR:1674.2 |X:  817.0(3177.0) AvgX100:1407.3 |AvgR:2892.2(3348.1) 89 |Ls: 0.1290 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 169
Ep 12297 |OrigR:1759.0 ShpR:3786.9 |X: 1849.0(3177.0) AvgX100:1418.8 |AvgR:2915.7(3348.1) 90 |Ls: 0.1494 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 169
Ep 12298 |OrigR: 739.0 ShpR:1655.4 |X:  809.0(3177.0) AvgX100:1418.7 |AvgR:2915.6(3348.1) 91 |Ls: 0.1582 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 169
Ep 12299 |OrigR:2055.0 ShpR:4410.0 |X: 2152.0(3177.0) AvgX100:1432.1 |AvgR:2943.0(3348.1) 92 |Ls: 0.1490 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 169
Ep 12300 |OrigR:2177.0 ShpR:4665.7 |X: 2275.0(3177.0) AvgX100:1423.3 |AvgR:2925.6(3348.1) 93 |Ls: 0.1533 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 169
Ep 12301 |OrigR: 250.0 ShpR: 637.0 |X:  313.0(3177.0) AvgX100:1406.7 |AvgR:2891.5(3348.1) 94 |Ls: 0.1370 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 169
Ep 12302 |OrigR: 250.0 ShpR: 637.0 |X:  313.0(3177.0) AvgX100:1397.9 |AvgR:2873.3(3348.1) 95 |Ls: 0.1519 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 169
Ep 12303 |OrigR: 744.0 ShpR:1669.4 |X:  815.0(3177.0) AvgX100:1397.9 |AvgR:2873.3(3348.1) 96 |Ls: 0.1420 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 169
Ep 12304 |OrigR:1748.0 ShpR:3759.8 |X: 1847.0(3177.0) AvgX100:1396.4 |AvgR:2870.2(3348.1) 97 |Ls: 0.1360 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 169
Ep 12305 |OrigR:2518.0 ShpR:5380.3 |X: 2621.0(3177.0) AvgX100:1404.0 |AvgR:2885.8(3348.1) 98 |Ls: 0.1359 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 169
Ep 12306 |OrigR:1272.0 ShpR:2772.7 |X: 1356.0(3177.0) AvgX100:1385.8 |AvgR:2846.5(3348.1) 99 |Ls: 0.1324 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 169
Ep 12307 |OrigR:2710.0 ShpR:5778.0 |X: 2815.0(3177.0) AvgX100:1388.8 |AvgR:2852.7(3348.1)100 |Ls: 0.1396 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 169
Ep 12308 |OrigR: 760.0 ShpR:1704.5 |X:  832.0(3177.0) AvgX100:1390.1 |AvgR:2855.3(3348.1)101 |Ls: 0.1414 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 169
Ep 12309 |OrigR:1896.0 ShpR:4077.6 |X: 1993.0(3177.0) AvgX100:1401.7 |AvgR:2879.1(3348.1)102 |Ls: 0.1447 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 169
Ep 12310 |OrigR:2331.0 ShpR:4957.6 |X: 2482.0(3177.0) AvgX100:1418.4 |AvgR:2912.1(3348.1)103 |Ls: 0.1462 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 169
Ep 12311 |OrigR:2506.0 ShpR:5350.6 |X: 2607.0(3177.0) AvgX100:1415.5 |AvgR:2906.2(3348.1)104 |Ls: 0.1522 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 169
Ep 12312 |OrigR:1896.0 ShpR:4077.1 |X: 1991.0(3177.0) AvgX100:1412.6 |AvgR:2900.2(3348.1)105 |Ls: 0.1417 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 169
Ep 12313 |OrigR: 746.0 ShpR:1671.6 |X:  817.0(3177.0) AvgX100:1412.6 |AvgR:2900.3(3348.1)106 |Ls: 0.1566 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 169
Ep 12314 |OrigR:1563.0 ShpR:3378.3 |X: 1656.0(3177.0) AvgX100:1420.8 |AvgR:2917.0(3348.1)107 |Ls: 0.1408 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 169
Ep 12315 |OrigR:3070.0 ShpR:6692.0 |X: 3177.0(3177.0) AvgX100:1442.5 |AvgR:2963.2(3348.1)108 |Ls: 0.1424 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: Y (5/100) 170
Ep 12316 |OrigR: 739.0 ShpR:1655.9 |X:  809.0(3177.0) AvgX100:1424.4 |AvgR:2926.0(3348.1)109 |Ls: 0.1508 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 170
Ep 12317 |OrigR: 761.0 ShpR:1706.6 |X:  833.0(3177.0) AvgX100:1413.2 |AvgR:2903.1(3348.1)110 |Ls: 0.1405 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 170
Ep 12318 |OrigR:1818.0 ShpR:3916.8 |X: 1908.0(3177.0) AvgX100:1426.0 |AvgR:2929.5(3348.1)111 |Ls: 0.1429 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 170
Ep 12319 |OrigR:2375.0 ShpR:5076.5 |X: 2473.0(3177.0) AvgX100:1419.0 |AvgR:2913.4(3348.1)112 |Ls: 0.1371 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 170
Ep 12320 |OrigR:2505.0 ShpR:5351.5 |X: 2610.0(3177.0) AvgX100:1417.1 |AvgR:2909.5(3348.1)113 |Ls: 0.1426 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 170
Ep 12321 |OrigR: 762.0 ShpR:1708.7 |X:  834.0(3177.0) AvgX100:1423.5 |AvgR:2922.6(3348.1)114 |Ls: 0.1565 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 170
Ep 12322 |OrigR: 741.0 ShpR:1662.1 |X:  812.0(3177.0) AvgX100:1423.5 |AvgR:2922.8(3348.1)115 |Ls: 0.1423 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 170
Ep 12323 |OrigR: 935.0 ShpR:2068.0 |X: 1012.0(3177.0) AvgX100:1425.3 |AvgR:2926.4(3348.1)116 |Ls: 0.1250 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 170
Ep 12324 |OrigR:2506.0 ShpR:5351.1 |X: 2609.0(3177.0) AvgX100:1431.9 |AvgR:2940.0(3348.1)117 |Ls: 0.1407 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 170
Ep 12325 |OrigR: 646.0 ShpR:1462.1 |X:  717.0(3177.0) AvgX100:1432.1 |AvgR:2940.2(3348.1)118 |Ls: 0.1351 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 170
Ep 12326 |OrigR: 745.0 ShpR:1670.0 |X:  816.0(3177.0) AvgX100:1420.3 |AvgR:2916.0(3348.1)119 |Ls: 0.1451 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 170
Ep 12327 |OrigR:2440.0 ShpR:5179.5 |X: 2608.0(3177.0) AvgX100:1438.3 |AvgR:2951.3(3348.1)120 |Ls: 0.1433 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 170
Ep 12328 |OrigR:1835.0 ShpR:3949.0 |X: 1924.0(3177.0) AvgX100:1431.3 |AvgR:2936.9(3348.1)121 |Ls: 0.1280 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 170
Ep 12329 |OrigR:1748.0 ShpR:3760.3 |X: 1847.0(3177.0) AvgX100:1430.7 |AvgR:2935.4(3348.1)122 |Ls: 0.1414 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 170
Ep 12330 |OrigR: 762.0 ShpR:1708.7 |X:  834.0(3177.0) AvgX100:1412.8 |AvgR:2898.8(3348.1)123 |Ls: 0.1521 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 170
Ep 12331 |OrigR: 757.0 ShpR:1698.2 |X:  829.0(3177.0) AvgX100:1402.3 |AvgR:2877.4(3348.1)124 |Ls: 0.1500 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 170
Ep 12332 |OrigR:2782.0 ShpR:5930.2 |X: 2889.0(3177.0) AvgX100:1411.3 |AvgR:2895.9(3348.1)125 |Ls: 0.1376 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 170
Ep 12333 |OrigR:1857.0 ShpR:3999.2 |X: 1948.0(3177.0) AvgX100:1422.5 |AvgR:2918.9(3348.1)126 |Ls: 0.1420 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 170
Ep 12334 |OrigR:2776.0 ShpR:5918.1 |X: 2885.0(3177.0) AvgX100:1426.5 |AvgR:2927.0(3348.1)127 |Ls: 0.1410 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 170
Ep 12335 |OrigR: 633.0 ShpR:1439.3 |X:  703.0(3177.0) AvgX100:1425.4 |AvgR:2924.8(3348.1)128 |Ls: 0.1363 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 170
Ep 12336 |OrigR: 636.0 ShpR:1443.1 |X:  705.0(3177.0) AvgX100:1424.3 |AvgR:2922.5(3348.1)129 |Ls: 0.1381 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 170
Ep 12337 |OrigR: 636.0 ShpR:1441.6 |X:  704.0(3177.0) AvgX100:1412.8 |AvgR:2899.0(3348.1)130 |Ls: 0.1227 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 170
Ep 12338 |OrigR: 633.0 ShpR:1437.8 |X:  702.0(3177.0) AvgX100:1393.8 |AvgR:2860.0(3348.1)131 |Ls: 0.1718 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 170
Ep 12339 |OrigR:2369.0 ShpR:5061.9 |X: 2483.0(3177.0) AvgX100:1415.5 |AvgR:2904.2(3348.1)132 |Ls: 0.1372 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 170
Ep 12340 |OrigR: 383.0 ShpR: 914.8 |X:  448.0(3177.0) AvgX100:1417.2 |AvgR:2907.8(3348.1)133 |Ls: 0.1599 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 170
Ep 12341 |OrigR:2776.0 ShpR:5919.1 |X: 2884.0(3177.0) AvgX100:1437.0 |AvgR:2948.4(3348.1)134 |Ls: 0.1385 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 170
Ep 12342 |OrigR: 737.0 ShpR:1652.2 |X:  807.0(3177.0) AvgX100:1438.0 |AvgR:2950.4(3348.1)135 |Ls: 0.1324 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 170
Ep 12343 |OrigR: 737.0 ShpR:1652.2 |X:  807.0(3177.0) AvgX100:1441.6 |AvgR:2957.8(3348.1)136 |Ls: 0.1454 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 170
Ep 12344 |OrigR: 743.0 ShpR:1667.3 |X:  814.0(3177.0) AvgX100:1445.2 |AvgR:2965.2(3348.1)137 |Ls: 0.1242 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 170
Ep 12345 |OrigR:1766.0 ShpR:3804.1 |X: 1854.0(3177.0) AvgX100:1459.2 |AvgR:2994.0(3348.1)138 |Ls: 0.1400 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 170
Ep 12346 |OrigR: 737.0 ShpR:1652.2 |X:  807.0(3177.0) AvgX100:1456.8 |AvgR:2989.1(3348.1)139 |Ls: 0.1321 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 170
Ep 12347 |OrigR: 761.0 ShpR:1706.6 |X:  833.0(3177.0) AvgX100:1457.0 |AvgR:2989.5(3348.1)140 |Ls: 0.1356 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 170
Ep 12348 |OrigR:2369.0 ShpR:5061.9 |X: 2473.0(3177.0) AvgX100:1473.6 |AvgR:3023.4(3348.1)141 |Ls: 0.1456 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 170
Ep 12349 |OrigR: 761.0 ShpR:1706.6 |X:  833.0(3177.0) AvgX100:1473.8 |AvgR:3023.8(3348.1)142 |Ls: 0.1369 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 170
Ep 12350 |OrigR:2507.0 ShpR:5353.7 |X: 2610.0(3177.0) AvgX100:1491.7 |AvgR:3060.7(3348.1)143 |Ls: 0.1364 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 170
Ep 12351 |OrigR: 954.0 ShpR:2108.9 |X: 1032.0(3177.0) AvgX100:1497.5 |AvgR:3072.5(3348.1)144 |Ls: 0.1521 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 170
Ep 12352 |OrigR: 621.0 ShpR:1406.6 |X:  690.0(3177.0) AvgX100:1497.4 |AvgR:3072.2(3348.1)145 |Ls: 0.1291 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 170
Ep 12353 |OrigR:1759.0 ShpR:3787.9 |X: 1854.0(3177.0) AvgX100:1513.2 |AvgR:3104.5(3348.1)146 |Ls: 0.1391 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 170
Ep 12354 |OrigR:3069.0 ShpR:6689.4 |X: 3177.0(3177.0) AvgX100:1536.9 |AvgR:3154.9(3348.1)147 |Ls: 0.1361 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: Y (5/100) 171
Ep 12355 |OrigR:2771.0 ShpR:5906.1 |X: 2886.0(3177.0) AvgX100:1557.5 |AvgR:3197.3(3348.1)148 |Ls: 0.1316 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 171
Ep 12356 |OrigR:1755.0 ShpR:3775.5 |X: 1847.0(3177.0) AvgX100:1568.0 |AvgR:3218.5(3348.1)149 |Ls: 0.1366 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 171
Ep 12357 |OrigR:1903.0 ShpR:4093.3 |X: 1994.0(3177.0) AvgX100:1579.8 |AvgR:3243.0(3348.1)150 |Ls: 0.1291 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 171
Ep 12358 |OrigR: 137.0 ShpR: 399.7 |X:  198.0(3177.0) AvgX100:1573.7 |AvgR:3230.4(3348.1)151 |Ls: 0.1893 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 171
Ep 12359 |OrigR:2773.0 ShpR:5910.3 |X: 2888.0(3177.0) AvgX100:1594.5 |AvgR:3273.1(3348.1)152 |Ls: 0.1362 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 171
Ep 12360 |OrigR:2779.0 ShpR:5923.4 |X: 2890.0(3177.0) AvgX100:1609.8 |AvgR:3304.2(3348.1)153 |Ls: 0.1287 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 171
Ep 12361 |OrigR:1900.0 ShpR:4087.5 |X: 1992.0(3177.0) AvgX100:1603.6 |AvgR:3291.6(3348.1)154 |Ls: 0.1414 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 171
Ep 12362 |OrigR:1894.0 ShpR:4071.4 |X: 1988.0(3177.0) AvgX100:1604.3 |AvgR:3293.2(3348.1)155 |Ls: 0.1267 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 171
Ep 12363 |OrigR:1102.0 ShpR:2416.2 |X: 1185.0(3177.0) AvgX100:1587.3 |AvgR:3258.0(3348.1)156 |Ls: 0.1272 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 171
Ep 12364 |OrigR: 634.0 ShpR:1436.4 |X:  703.0(3177.0) AvgX100:1583.9 |AvgR:3251.0(3348.1)157 |Ls: 0.1495 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 171
Ep 12365 |OrigR:1284.0 ShpR:2795.9 |X: 1363.0(3177.0) AvgX100:1577.6 |AvgR:3238.0(3348.1)158 |Ls: 0.1202 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 171
Ep 12366 |OrigR: 758.0 ShpR:1698.3 |X:  830.0(3177.0) AvgX100:1561.1 |AvgR:3204.3(3348.1)159 |Ls: 0.1498 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 171
Ep 12367 |OrigR:1106.0 ShpR:2425.6 |X: 1185.0(3177.0) AvgX100:1564.8 |AvgR:3211.9(3348.1)160 |Ls: 0.1403 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 171
Ep 12368 |OrigR: 635.0 ShpR:1436.5 |X:  704.0(3177.0) AvgX100:1563.7 |AvgR:3209.6(3348.1)161 |Ls: 0.1288 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 171
Ep 12369 |OrigR: 744.0 ShpR:1667.9 |X:  816.0(3177.0) AvgX100:1563.8 |AvgR:3209.6(3348.1)162 |Ls: 0.1289 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 171
Ep 12370 |OrigR:2420.0 ShpR:5175.0 |X: 2523.0(3177.0) AvgX100:1580.8 |AvgR:3244.6(3348.1)163 |Ls: 0.1509 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 171
Ep 12371 |OrigR:1778.0 ShpR:3832.3 |X: 1869.0(3177.0) AvgX100:1573.4 |AvgR:3229.4(3348.1)164 |Ls: 0.1494 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 171
Ep 12372 |OrigR:1857.0 ShpR:3997.2 |X: 1947.0(3177.0) AvgX100:1584.8 |AvgR:3252.7(3348.1)165 |Ls: 0.1471 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 171
Ep 12373 |OrigR:1273.0 ShpR:2776.3 |X: 1354.0(3177.0) AvgX100:1590.2 |AvgR:3263.8(3348.1)166 |Ls: 0.1365 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (5/100) 171
Ep 12374 |OrigR: 745.0 ShpR:1672.0 |X:  816.0(3177.0) AvgX100:1566.5 |AvgR:3213.5(3348.1)167 |Ls: 0.1284 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 171
Ep 12375 |OrigR:2717.0 ShpR:5792.7 |X: 2823.0(3177.0) AvgX100:1586.5 |AvgR:3254.5(3348.1)168 |Ls: 0.1447 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 171
Ep 12376 |OrigR: 761.0 ShpR:1706.6 |X:  833.0(3177.0) AvgX100:1563.1 |AvgR:3204.5(3348.1)169 |Ls: 0.1318 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (3/100) 171
Ep 12377 |OrigR: 636.0 ShpR:1444.1 |X:  706.0(3177.0) AvgX100:1560.0 |AvgR:3198.1(3348.1)170 |Ls: 0.1251 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (3/100) 171
Ep 12378 |OrigR: 211.0 ShpR: 555.6 |X:  273.0(3177.0) AvgX100:1554.4 |AvgR:3186.7(3348.1)171 |Ls: 0.1354 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (3/100) 171
Ep 12379 |OrigR:1885.0 ShpR:4051.5 |X: 1978.0(3177.0) AvgX100:1565.9 |AvgR:3210.2(3348.1)172 |Ls: 0.1217 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (3/100) 171
Ep 12380 |OrigR: 861.0 ShpR:1913.1 |X:  940.0(3177.0) AvgX100:1550.4 |AvgR:3178.3(3348.1)173 |Ls: 0.1326 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (3/100) 171
Ep 12381 |OrigR: 144.0 ShpR: 415.4 |X:  205.0(3177.0) AvgX100:1544.1 |AvgR:3165.4(3348.1)174 |Ls: 0.1552 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (3/100) 171
Ep 12382 |OrigR:1901.0 ShpR:4090.1 |X: 1992.0(3177.0) AvgX100:1544.5 |AvgR:3166.3(3348.1)175 |Ls: 0.1396 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (3/100) 171
Ep 12383 |OrigR:3070.0 ShpR:6691.0 |X: 3177.0(3177.0) AvgX100:1550.2 |AvgR:3179.8(3348.1)176 |Ls: 0.1401 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: Y (4/100) 172
Ep 12384 |OrigR:1900.0 ShpR:4085.0 |X: 1990.0(3177.0) AvgX100:1551.4 |AvgR:3182.2(3348.1)177 |Ls: 0.1336 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 172
Ep 12385 |OrigR:1282.0 ShpR:2790.7 |X: 1367.0(3177.0) AvgX100:1555.0 |AvgR:3189.5(3348.1)178 |Ls: 0.1334 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 172
Ep 12386 |OrigR: 637.0 ShpR:1443.7 |X:  705.0(3177.0) AvgX100:1536.1 |AvgR:3150.7(3348.1)179 |Ls: 0.1580 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 172
Ep 12387 |OrigR: 621.0 ShpR:1405.6 |X:  690.0(3177.0) AvgX100:1536.0 |AvgR:3150.4(3348.1)180 |Ls: 0.1508 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (4/100) 172
